"","titulo","autor","precio","enlace","id_libro","editorial","paginas","anio","precio_pag"
"140","MANUAL DE RECURSOS HUMANOS Y RELACIONES LABORALES EN LA EMPRESA","DE DIEGO, NATALIA GIMENA","17500.00","https://cuspide.com/producto/manual-de-recursos-humanos-y-relaciones-laborales-en-la-empresa/",140,"ERREPAR
","10
","01/01/2020
",1750
"141","COMO SUPERAR EL BURNOUT",NA,"11989.00","https://cuspide.com/producto/como-superar-el-burnout/",141,"REVERTE
","256
","01/01/2021
",46.83203125
"142","DOCE Y MEDIO","VAYNERCHUK, GARY","21379.00","https://cuspide.com/producto/doce-y-medio/",142,"REVERTE
","10
","01/01/2023
",2137.9
"143","INFLACION . UNA COSTUMBRE ARGENTINA","ASIAIN, ANDRES","13990.00","https://cuspide.com/producto/inflacion-una-costumbre-argentina/",143,"CONTINENTE
","96
","01/01/2022
",145.729166666667
"144","UN TRAMPOLIN","SHELL, G. RICHARD","8000.00","https://cuspide.com/producto/un-trampolin/",144,"SIRIO
","384
","01/01/2016
",20.8333333333333
"145","LAS 50 HERRAMIENTAS DE RECURSOS HUMANOS QUE TODO PROFESIONAL DEBE CONOCER","ALLES, MARTHA","45400.00","https://cuspide.com/producto/las-50-herramientas-de-recursos-humanos-que-todo-profesional-debe-conocer/",145,"GRANICA
","360
","01/01/2016
",126.111111111111
"146","NO ES CUESTION DE SUERTE","GOLDRATT, ELIYAHU M.","41900.00","https://cuspide.com/producto/no-es-cuestion-de-suerte/",146,"GRANICA
","336
","01/01/2008
",124.702380952381
"147","Project Management","BROJT, DAVID","29200.00","https://cuspide.com/producto/project-management/",147,"GRANICA
","176
","01/01/2004
",165.909090909091
"148","LA QUINTA DISCIPLINA","SENGE, PETER","57300.00","https://cuspide.com/producto/la-quinta-disciplina/",148,"GRANICA
","494
","01/01/2004
",115.991902834008
"149","GUIA RAPIDA DE LAS 33 ESTRATEGIAS DE LA GUERRA","GREENE, ROBERT","27700.00","https://cuspide.com/producto/guia-rapida-de-las-33-estrategias-de-la-guerra-2/",149,"OCEANO
","210
","01/01/2011
",131.904761904762
"150","EL PRODUCTO INTERNO BRUTO","COYLE, DIANE","17500.00","https://cuspide.com/producto/el-producto-interno-bruto/",150,"FONDO DE CULTURA ECONOMICA
","204
","01/01/2018
",85.7843137254902
"151","DESIGUALDAD","ATKINSON, ANTHONY B.","23500.00","https://cuspide.com/producto/desigualdad/",151,"FONDO DE CULTURA ECONOMICA
","467
","01/01/2018
",50.321199143469
"152","LEAN UX","GOTHELF, JEFF","37027.00","https://cuspide.com/producto/lean-ux/",152,"UNIR
","168
","01/01/2019
",220.39880952381
"153","FINANZAS BASICAS",NA,"15536.00","https://cuspide.com/producto/finanzas-basicas/",153,"REVERTE
","144
","01/01/2021
",107.888888888889
"154","PAPEL PINTADO","GIACOMINI, DIEGO","27900.00","https://cuspide.com/producto/papel-pintado/",154,"GALERNA
","458
","01/01/2020
",60.9170305676856
"155","AQUI NO HAY REGLAS","HASTINGS, REED","37499.00","https://cuspide.com/producto/aqui-no-hay-reglas/",155,"CONECTA
","384
","01/01/2020
",97.6536458333333
"156","MARKETING 4.0","KOTLER, PHILLIP","34900.00","https://cuspide.com/producto/marketing-4-0/",156,"LID
","192
","01/01/2022
",181.770833333333
"157","EL EGO ES EL ENEMIGO","HOLIDAY, RYAN","36900.00","https://cuspide.com/producto/el-ego-es-el-enemigo/",157,"PAIDOS
","256
","01/01/2017
",144.140625
"158","ECONOMIA VERDE","ENSINCK, MARIA GABRIEL","12300.00","https://cuspide.com/producto/economia-verde/",158,"ALMALUZ EDITORIAL S.A.
","170
","01/01/2020
",72.3529411764706
"159","COACHING","WOLK, LEONARDO","30700.00","https://cuspide.com/producto/coaching-2/",159,"GRAN ALDEA
","224
","01/01/2009
",137.053571428571
"160","ARGENTINA FEDERAL","REDRADO, MARTIN; URTUBEY, JOSE","35699.00","https://cuspide.com/producto/argentina-federal/",160,"SUDAMERICANA
","256
","01/01/2025
",139.44921875
"161","LA CRISIS DEL CAPITAL EN EL SIGLO XXI","PIKETTY, THOMAS","23990.00","https://cuspide.com/producto/la-crisis-del-capital-en-el-siglo-xxi/",161,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","304
","01/01/2015
",78.9144736842105
"162","DIRIGIR CON EXITO","STETTNER, MOREY","22200.00","https://cuspide.com/producto/dirigir-con-exito/",162,"PROFIT
","10
","01/01/2025
",2220
"163","EL ARTE DE NEGOCIAR",NA,"17823.00","https://cuspide.com/producto/el-arte-de-negociar/",163,"ALFAOMEGA GRUPO EDITOR ARGENTINO S.A.
","134
","01/01/2000
",133.007462686567
"164","ESO QUE QUIERO QUE ME PASE","SCHWANDER, CRIS","44000.00","https://cuspide.com/producto/eso-que-quiero-que-me-pase/",164,"EMPORIO
","280
","01/01/2020
",157.142857142857
"165","EL TOQUE DE MIDAS","TRUMP, DONALD J.","26999.00","https://cuspide.com/producto/el-toque-de-midas-2/",165,"DEBOLSILLO
","264
","01/01/2017
",102.268939393939
"166","POR QUE NOT?","FAJARDO, DANIEL","30900.00","https://cuspide.com/producto/por-que-not/",166,"PAIDOS
","232
","01/01/2023
",133.189655172414
"167","ESO NUNCA FUNCIONARA","RANDOLPH, MARC","36900.00","https://cuspide.com/producto/eso-nunca-funcionara/",167,"PAIDOS
","352
","01/01/2020
",104.829545454545
"168","EL METODO EFE","DODERO, SANTIAGO","33900.00","https://cuspide.com/producto/el-metodo-efe/",168,"EL ATENEO
","400
","01/01/2019
",84.75
"169","EL LIDERAZGO AL ESTILO DE LOS JESUITAS","LOWNEY, CHRIS","42900.00","https://cuspide.com/producto/el-liderazgo-al-estilo-de-los-jesuitas/",169,"GRANICA
","10
","01/01/2013
",4290
"170","PORQUE SIEMPRE FALTAN DOLARES ?","WAINER, ANDRES","25290.00","https://cuspide.com/producto/porque-siempre-faltan-dolares/",170,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","232
","01/01/2021
",109.008620689655
"171","COMO TRANSFORMAR UN GRUPO EN UN EQUIPO","SEGONDS, BAUTISTA","26999.00","https://cuspide.com/producto/como-transformar-un-grupo-en-un-equipo/",171,"EDICIONES B
","192
","01/01/2017
",140.619791666667
"172","COMUNICACION DE ALTA INFLUENCIA","ORDEIX, JUAN","61099.00","https://cuspide.com/producto/comunicacion-de-alta-influencia/",172,"EDICIONES B
","288
","01/01/2017
",212.149305555556
"173","OTRA MANERA DE HACER NEGOCIOS","RUDA, DANIEL","17600.00","https://cuspide.com/producto/otra-manera-de-hacer-negocios/",173,"LEA
","208
","01/01/2018
",84.6153846153846
"174","7500 MILLONES DE PERSONAS !","PAZ, JORGE","12990.00","https://cuspide.com/producto/7500-millones-de-personas/",174,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","128
","01/01/2018
",101.484375
"175","LA MONEDA EN EL AIRE","GERCHUNOFF, PABLO","24190.00","https://cuspide.com/producto/la-moneda-en-el-aire/",175,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","344
","01/01/2021
",70.3197674418605
"176","PENSAR LA ECONOMIA ARGENTINA","KULFAS, MATIAS","19990.00","https://cuspide.com/producto/pensar-la-economia-argentina/",176,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","208
","01/01/2018
",96.1057692307692
"177","EL BANCO DE LA NACION ARGENTINA Y LA DICTADURA","BASUALDO, EDUARDO","24490.00","https://cuspide.com/producto/el-banco-de-la-nacion-argentina-y-la-dictadura/",177,"SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","320
","01/01/2016
",76.53125
"178","CONTRIBUCIONES AL ESTUDIO DE UNA MICROECONOMA APLICADA","FARBEROFF, RODOLFO FERNANDO","19580.00","https://cuspide.com/producto/contribuciones-al-estudio-de-una-microeconoma-aplicada/",178,"SB
","10
","01/01/2023
",1958
"179","LOS LIDERES COMEN AL FINAL","SINEK, SIMON","25000.00","https://cuspide.com/producto/los-lideres-comen-al-final-2/",179,"EMPRESA ACTIVA
","384
","01/01/2025
",65.1041666666667
"180","MARCELO DIAMAND . DOCTRINAS ECONMICAS , DESARROLLO E INDEPENDENCIA","DIAMAND, MARCELO","75000.00","https://cuspide.com/producto/marcelo-diamand-doctrinas-econmicas-desarrollo-e-independencia/",180,"IMAGO MUNDI
","642
","01/01/2024
",116.822429906542
"181","EL CAPITAL  OBRA COMPLETA  ( 3 TOMOS )","MARX, KARL","139990.00","https://cuspide.com/producto/el-capital-obra-completa-3-tomos/",181,"SIGLO XXI EDITORES
","10
","01/01/2024
",13999
"182","LA ARGENTINA EN EL FONDO","KANEGUISER, MARTIN","25000.00","https://cuspide.com/producto/la-argentina-en-el-fondo/",182,"EDHASA
","236
","01/01/2023
",105.932203389831
"183","DISEÑO ESTRATEGICO","COUTINHO, ANDRE","27990.00","https://cuspide.com/producto/diseno-estrategico/",183,"TEMAS GRUPO EDITORIAL
","200
","01/01/2017
",139.95
"184","PADRE RICO , PADRE POBRE PARA JOVENES","KIYOSAKI, ROBERT T.","20699.00","https://cuspide.com/producto/padre-rico-padre-pobre-para-jovenes/",184,"DEBOLSILLO
","160
","01/01/2025
",129.36875
"185","EL PODER Y LA ACCION A TRAVES DE LA COMUNICACION ESTRATEGICA","SCHEINSOHN, DANIEL","47900.00","https://cuspide.com/producto/el-poder-y-la-accion-a-traves-de-la-comunicacion-estrategica/",185,"GRANICA
","384
","01/01/2011
",124.739583333333
"186","MIRADAS SOBRE LA DESIGUALDAD","MILANOVIC, BRANKO","38999.00","https://cuspide.com/producto/miradas-sobre-la-desigualdad/",186,"TAURUS
","456
","01/01/2024
",85.5241228070175
"187","LA ECONOMIA EN UNA LECCION","HAZLITT, HENRY","24000.00","https://cuspide.com/producto/la-economia-en-una-leccion/",187,"Unión Editorial
","278
","01/01/2024
",86.3309352517986
"188","CAMINO DE SERVIDUMBRE. EDICION DEFINITIVA","HAYEK, FRIEDRICH A.","31500.00","https://cuspide.com/producto/camino-de-servidumbre-edicion-definitiva/",188,"Unión Editorial
","372
","01/01/2019
",84.6774193548387
"189","CONDUCIR AL CAPITAL . ESTADO O MERCADO UNA FALSA DICOTOMIA","ROSSI, DELFINA","25990.00","https://cuspide.com/producto/conducir-al-capital-estado-o-mercado-una-falsa-dicotomia/",189,"CONTINENTE
","192
","01/01/2024
",135.364583333333
"190","LA CULTURA DEL CRECIMIENTO","MURPHY, MARY C.","21200.00","https://cuspide.com/producto/la-cultura-del-crecimiento/",190,"EMPRESA ACTIVA
","384
","01/01/2024
",55.2083333333333
"191","DE LA INCERTIDUMBRE A LA ABUNDANCIA","TOTARO, GABRIELA","29000.00","https://cuspide.com/producto/de-la-incertidumbre-a-la-abundancia/",191,"ERREPAR
","10
","01/01/2024
",2900
"192","COMO HACEMOS ?","HATUM, ANDRES","24990.00","https://cuspide.com/producto/como-hacemos/",192,"TEMAS GRUPO EDITORIAL
","180
","01/01/2016
",138.833333333333
"193","EL METODO PARA","FORTE, TIAGO","19505.00","https://cuspide.com/producto/el-metodo-para/",193,"REVERTE
","208
","01/01/2024
",93.7740384615385
"194","ORGANIZARSE EN EL TRABAJO. SOFT SKILLS","ZEIGLER, KENNETH","21300.00","https://cuspide.com/producto/organizarse-en-el-trabajo-soft-skills/",194,"PROFIT
","10
","01/01/2024
",2130
"195","CONVENCER Y PERSUADIR. SOFT SKILLS","ALVAREZ, MARCOS","21300.00","https://cuspide.com/producto/convencer-y-persuadir-soft-skills/",195,"PROFIT
","10
","01/01/2024
",2130
"196","GESTIONAR EL TIEMPO . SOFT SKILLS (NVA ED)","MANCINI, MARC","21300.00","https://cuspide.com/producto/gestionar-el-tiempo-soft-skills-nva-ed/",196,"PROFIT
","10
","01/01/2024
",2130
"197","MOTIVAR PERSONAS . SOFT SKILLS (NVA ED)","BRUCE, ANNE","21300.00","https://cuspide.com/producto/motivar-personas-soft-skills-nva-ed/",197,"PROFIT
","10
","01/01/2024
",2130
"198","OXITOBRANDS","GHIO, MARCELO; GHIO, MARCELO","32882.00","https://cuspide.com/producto/oxitobrands/",198,"EXPERIMENTA
","260
","01/01/2020
",126.469230769231
"199","BRANDSTORY","SEGUEL, CLAUDIO; SEGUEL, CLAUD...","24374.00","https://cuspide.com/producto/brandstory/",199,"EXPERIMENTA
","164
","01/01/2020
",148.621951219512
"200","SIN CONTENIDO NO HAY MARKETING (DIGITAL)","OBERLANDER, RAQUEL","47826.00","https://cuspide.com/producto/sin-contenido-no-hay-marketing-digital/",200,NA,"546
","01/01/2022
",87.5934065934066
"201","AUDITORIA","MONTANINI, GUSTAVO","42000.00","https://cuspide.com/producto/auditoria/",201,"ERREPAR
","688
","01/01/2019
",61.046511627907
"202","SISTEMA DEUDA","TOUSSAINT, ERIC","13000.00","https://cuspide.com/producto/sistema-deuda/",202,"FERNANDO CEJAS
","296
","01/01/2018
",43.9189189189189
"203","LAS CINCO DISFUNCIONES DE UN EQUIPO","LENCIONI, PATRICK","33800.00","https://cuspide.com/producto/las-cinco-disfunciones-de-un-equipo/",203,"EMPRESA ACTIVA
","224
","01/01/2023
",150.892857142857
"204","SOÑAR EN GRANDE","FRIGERIO, ROGELIO","26999.00","https://cuspide.com/producto/sonar-en-grande/",204,"AGUILAR
","192
","01/01/2024
",140.619791666667
"205","QUEMAR LAS NAVES","HIGGINS, MATT","17600.00","https://cuspide.com/producto/quemar-las-naves/",205,"EMPRESA ACTIVA
","256
","01/01/2024
",68.75
"206","CADENA CRITICA","GOLDRATT, ELIYAHU M.","38700.00","https://cuspide.com/producto/cadena-critica/",206,"GRANICA
","304
","01/01/2007
",127.302631578947
"207","POR UN FUTURO RURAL . INNOVACION","SILI, MARCELO","17200.00","https://cuspide.com/producto/por-un-futuro-rural-innovacion/",207,"BIBLOS
","146
","01/01/2024
",117.808219178082
"208","CYBERCEO","MAURICIO, FACUNDO","41005.00","https://cuspide.com/producto/cyberceo/",208,"MARCOMBO
","230
","01/01/2024
",178.282608695652
"209","3 HERRAMIENTAS PARA UN CRECIMIENTO ILIMITADO","NOSEDA, DAMIAN","10000.00","https://cuspide.com/producto/3-herramientas-para-un-crecimiento-ilimitado/",209,"DUNKEN SRL
","10
","01/01/2022
",1000
"210","EL METODO SMART BREVITY","VANDEHEI, JIM","24500.00","https://cuspide.com/producto/el-metodo-smart-brevity/",210,"KOAN
","224
","01/01/2024
",109.375
"211","EL CAPITAL DE RIESGO","MALLABY, SEBASTIAN","33800.00","https://cuspide.com/producto/el-capital-de-riesgo/",211,"EMPRESA ACTIVA
","512
","01/01/2024
",66.015625
"212","GANANCIAS – BIENES PERSONALES",NA,"8000.00","https://cuspide.com/producto/ganancias-bienes-personales-2/",212,"ERREPAR
","10
","01/01/2024
",800
"213","MANAGEMENT EN 20 MINUTOS : MANAGEMENT TIPS 2",NA,"23322.50","https://cuspide.com/producto/management-en-20-minutos-management-tips-2/",213,"REVERTE
","10
","01/01/2024
",2332.25
"214","MEJORANDO EL RENDIMIENTO DEL TRADER","STEENBARGER, BRETT","70300.00","https://cuspide.com/producto/mejorando-el-rendimiento-del-trader/",214,"PROFIT
","10
","01/01/2024
",7030
"215","BITCOIN LO CAMBIA TODO","SANCHEZ SMITH, GAEL","24757.00","https://cuspide.com/producto/bitcoin-lo-cambia-todo/",215,"PIRAMIDE
","10
","01/01/2022
",2475.7
"216","TRANSFORMANDO TALENTOS","GALANTE, GISELA MARIEL","17000.00","https://cuspide.com/producto/transformando-talentos/",216,"DE LOS CUATRO VIENTOS EDITORIAL
","100
","01/01/2024
",170
"217","MUSK MANIA","VAN DER LOO, HANS","32800.00","https://cuspide.com/producto/musk-mania/",217,"PROFIT
","112
","01/01/2017
",292.857142857143
"218","ORGANIZACION INTEGRAL DE EVENTOS","DI GENOVA, ANTONIO EZEQUIEL","37500.00","https://cuspide.com/producto/organizacion-integral-de-eventos/",218,"UGERMAN ED. DE JUAN CARLOS UGERMAN
","174
","01/01/2024
",215.51724137931
"219","POBRES HITOS DE LA HISTORIA ECONOMICA ARGENTINA","ROMAN, VIVIANA; DI SALVO, MARI...","3000.00","https://cuspide.com/producto/pobres-hitos-de-la-historia-economica-argentina/",219,"OMICRON SYSTEM
","238
","01/01/2006
",12.6050420168067
"220","LA DICTADURA DEL CAPITAL FINANCIERO","NAPOLI, BRUNO; BOSISIO, WALTER...","35990.00","https://cuspide.com/producto/la-dictadura-del-capital-financiero/",220,"CONTINENTE
","236
","01/01/2014
",152.5
"221","20 CONCEPTOS INMOBILIARIOS EXTRAORDINARIOS : LA EVOLUCION DEL REAL ESTATE","ORTOLA, GUSTAVO","30400.00","https://cuspide.com/producto/20-conceptos-inmobiliarios-extraordinarios-la-evolucion-del-real-estate/",221,"LID
","192
","01/01/2024
",158.333333333333
"222","PASION POR REINVENTARSE","GROBOCOPATEL, ANDREA","31300.00","https://cuspide.com/producto/pasion-por-reinventarse/",222,"GRANICA
","208
","01/01/2024
",150.480769230769
"223","COACHING CON PNL","O'CONNOR, JOSEPH","25500.00","https://cuspide.com/producto/coaching-con-pnl-3/",223,"URANO
","272
","01/01/2020
",93.75
"224","IMPUESTOS EXPLICADOS Y COMENTADOS : IMPUESTO AL VALOR AGREGADO",NA,"16500.00","https://cuspide.com/producto/impuestos-explicados-y-comentados-impuesto-al-valor-agregado/",224,"ERREPAR
","10
","01/01/2024
",1650
"225","SEPARATAS DE LEGISLACION : LETRA DE CAMBIO Y PAGARE – CHEQUE",NA,"5200.00","https://cuspide.com/producto/separatas-de-legislacion-letra-de-cambio-y-pagare-cheque/",225,"ERREIUS
","10
","01/01/2023
",520
"226","PROVINCIA DE SANTA FE – CODIGO FISCAL",NA,"10000.00","https://cuspide.com/producto/provincia-de-santa-fe-codigo-fiscal/",226,"ERREPAR
","10
","01/01/2024
",1000
"227","LIDERAZGO PARA LOS TIEMPOS ACTUALES","GOLDVARG, DAMIAN","32600.00","https://cuspide.com/producto/liderazgo-para-los-tiempos-actuales/",227,"GRANICA
","10
","01/01/2024
",3260
"228","TODO VALIO LA PENA","TRAMEZZANI, MARIA LAURA","27500.00","https://cuspide.com/producto/todo-valio-la-pena/",228,"GRANICA
","10
","01/01/2024
",2750
"229","EL FIN DEL TRABAJO ?","GUASTINI, LUIS","37799.00","https://cuspide.com/producto/el-fin-del-trabajo/",229,"CONECTA
","240
","01/01/2024
",157.495833333333
"230","ELON MUSK","VANCE, ASHLEE","26900.00","https://cuspide.com/producto/elon-musk-2/",230,"BOOKET
","448
","01/01/2023
",60.0446428571429
"231","LAS REGLAS BASICAS DE WARREN BUFFETT","MILLER, JEREMY C.","46200.00","https://cuspide.com/producto/las-reglas-basicas-de-warren-buffett/",231,"PROFIT
","312
","01/01/2023
",148.076923076923
"232","HERRAMIENTAS PARA MEJORAR TU BIENESTAR EN EL TRABAJO","BARD, ELLEN","43900.00","https://cuspide.com/producto/herramientas-para-mejorar-tu-bienestar-en-el-trabajo/",232,"AMAT
","200
","01/01/2023
",219.5
"233","EL LENGUAJE DEL CUERPO.","PEASE, ALLAN","51800.00","https://cuspide.com/producto/el-lenguaje-del-cuerpo-3/",233,"AMAT
","412
","01/01/2020
",125.728155339806
"234","LA CARRERA","GOLDRATT, ELIYAHU M.","29400.00","https://cuspide.com/producto/la-carrera/",234,"GRANICA
","200
","01/01/2009
",147
"235","LOS SEIS TALENTOS LABORALES","LENCIONI, PATRICK","24200.00","https://cuspide.com/producto/los-seis-talentos-laborales/",235,"EMPRESA ACTIVA
","224
","01/01/2023
",108.035714285714
"236","12 PASOS PARA SER UN BUEN JEFE","ALLES, MARTHA","28700.00","https://cuspide.com/producto/12-pasos-para-ser-un-buen-jefe/",236,"GRANICA
","168
","01/01/2023
",170.833333333333
"237","EL NUEVO LIDER EXTRAODINARIO","ZENGER, JOHN","58900.00","https://cuspide.com/producto/el-nuevo-lider-extraodinario/",237,"PROFIT
","376
","01/01/2023
",156.648936170213
"238","LOS FUNDADORES","SONI, JIMMY","28517.00","https://cuspide.com/producto/los-fundadores/",238,"REVERTE
","10
","01/01/2023
",2851.7
"239","LO QUE SABEN LOS MEJORES MBA","NAVARRO, PETER","58900.00","https://cuspide.com/producto/lo-que-saben-los-mejores-mba/",239,"PROFIT
","376
","01/01/2018
",156.648936170213
"240","MASTER EN CONTABILIDAD",NA,"70300.00","https://cuspide.com/producto/master-en-contabilidad/",240,"PROFIT
","320
","01/01/2023
",219.6875
"241","EL DESAFIO DIGITAL","GARCIA, MARIA LAURA","26900.00","https://cuspide.com/producto/el-desafio-digital/",241,"GRANICA
","152
","01/01/2023
",176.973684210526
"242","EL TABLERO DE CONTROL","BALLVE, ALBERTO","46800.00","https://cuspide.com/producto/el-tablero-de-control/",242,"GRANICA
","328
","01/01/2023
",142.682926829268
"243","EL JUEGO DE LA VIDA","LLOVET, HORACIO","16500.00","https://cuspide.com/producto/el-juego-de-la-vida/",243,"LEA
","160
","01/01/2023
",103.125
"244","LA EDUCACION EN LA EMPRESA","GORE, ERNESTO","43500.00","https://cuspide.com/producto/la-educacion-en-la-empresa/",244,"GRANICA
","352
","01/01/2004
",123.579545454545
"245","NECESITA ALGO  DON JOSE ?","FRAGA, CESAR P.","9000.00","https://cuspide.com/producto/necesita-algo-don-jose/",245,"HEMISFERIO SUR
","60
","01/01/2008
",150
"246","HOME OFFICE ( TRABAJO REMOTO )",NA,"11989.00","https://cuspide.com/producto/home-office-trabajo-remoto/",246,"REVERTE
","256
","01/01/2021
",46.83203125
"247","ERRANDO EL TIRO","BARKER, ERIC","25400.00","https://cuspide.com/producto/errando-el-tiro/",247,"EMPRESA ACTIVA
","320
","01/01/2023
",79.375
"248","A CONTRACORRIENTE","HEATH, DAN","28621.00","https://cuspide.com/producto/a-contracorriente/",248,"REVERTE
","320
","01/01/2021
",89.440625
